30	0.2	0.8	0.266666	0.733333	-0.433333	0.433333	-0.333333	0.333333
31	0.193548	0.806451	0.258064	0.741935	-0.419354	0.419354	-0.32258	0.32258
32	0.21875	0.78125	0.28125	0.71875	-0.40625	0.40625	-0.34375	0.3125
33	0.212121	0.787878	0.272727	0.727272	-0.424242	0.424242	-0.30303	0.333333
34	0.205882	0.794117	0.264705	0.735294	-0.411764	0.411764	-0.323529	0.323529
35	0.2	0.8	0.285714	0.714285	-0.428571	0.428571	-0.314285	0.314285
36	0.222222	0.777777	0.277777	0.722222	-0.416666	0.388888	-0.305555	0.305555
37	0.216216	0.783783	0.27027	0.729729	-0.432432	0.405405	-0.324324	0.324324
38	0.210526	0.789473	0.289473	0.710526	-0.421052	0.421052	-0.315789	0.315789
39	0.230769	0.794871	0.282051	0.717948	-0.384615	0.410256	-0.307692	0.307692
40	0.225	0.775	0.275	0.725	-0.4	0.424999	-0.3	0.3
41	0.219512	0.780487	0.292682	0.707317	-0.414634	0.414634	-0.317073	0.317073
42	0.238095	0.785714	0.285714	0.714285	-0.380952	0.380952	-0.309523	0.309523
43	0.232558	0.767441	0.279069	0.72093	-0.395348	0.395348	-0.302325	0.302325
44	0.227272	0.772727	0.272727	0.704545	-0.40909	0.386363	-0.295454	0.295454
45	0.222222	0.755555	0.288888	0.711111	-0.399999	0.399999	-0.311111	0.311111
46	0.23913	0.782608	0.282608	0.717391	-0.413043	0.391304	-0.304347	0.304347
47	0.234042	0.765957	0.297872	0.702127	-0.382978	0.382978	-0.297872	0.297872
48	0.229166	0.770833	0.291666	0.708333	-0.375	0.375	-0.291666	0.291666
49	0.244897	0.77551	0.285714	0.714285	-0.387755	0.387755	-0.285714	0.285714
50	0.24	0.78	0.3	0.7	-0.379999	0.38	-0.28	0.28
51	0.235294	0.764705	0.294117	0.705882	-0.372549	0.392156	-0.294117	0.294117
52	0.25	0.76923	0.288461	0.711538	-0.365384	0.384615	-0.288461	0.288461
53	0.245283	0.773584	0.301886	0.716981	-0.377358	0.377358	-0.283018	0.283018
54	0.222222	0.759259	0.296296	0.703703	-0.388888	0.388888	-0.296296	0.296296
55	0.236363	0.763636	0.290909	0.70909	-0.363636	0.363636	-0.290909	0.290909
56	0.25	0.75	0.303571	0.696428	-0.357142	0.357142	-0.285714	0.285714
57	0.245614	0.771929	0.298245	0.701754	-0.368421	0.368421	-0.280701	0.280701
58	0.241379	0.75862	0.293103	0.706896	-0.362068	0.362068	-0.275862	0.293103
59	0.237288	0.762711	0.305084	0.711864	-0.372881	0.38983	-0.288135	0.288135
60	0.25	0.75	0.3	0.7	-0.366666	0.366666	-0.266666	0.283333
61	0.245901	0.754098	0.295081	0.704918	-0.377049	0.360655	-0.278688	0.278688
62	0.241935	0.758064	0.306451	0.693548	-0.370967	0.370967	-0.274193	0.290322
63	0.238095	0.746031	0.301587	0.698412	-0.365079	0.365079	-0.285714	0.285714
64	0.234375	0.75	0.296875	0.703125	-0.359375	0.375	-0.28125	0.28125
65	0.246153	0.738461	0.307692	0.692307	-0.36923	0.36923	-0.276923	0.276923
66	0.242424	0.742424	0.30303	0.696969	-0.363636	0.348484	-0.272727	0.272727
67	0.253731	0.761194	0.298507	0.701492	-0.373134	0.358208	-0.268656	0.268656
68	0.25	0.75	0.308823	0.691176	-0.352941	0.367647	-0.279411	0.279411
69	0.246376	0.753623	0.304347	0.695652	-0.362318	0.347826	-0.275362	0.275362
70	0.257142	0.757142	0.314285	0.7	-0.342857	0.371428	-0.271428	0.271428
71	0.253521	0.746478	0.309859	0.69014	-0.366197	0.352112	-0.267605	0.267605
72	0.25	0.75	0.305555	0.694444	-0.347222	0.361111	-0.263888	0.263888
73	0.260273	0.739726	0.315068	0.684931	-0.342465	0.356164	-0.260273	0.273972
74	0.256756	0.743243	0.31081	0.689189	-0.351351	0.351351	-0.27027	0.27027
75	0.253333	0.746666	0.306666	0.693333	-0.346666	0.36	-0.266666	0.266666
76	0.263157	0.75	0.315789	0.68421	-0.355263	0.355263	-0.263157	0.263157
77	0.246753	0.740259	0.311688	0.688311	-0.350649	0.337662	-0.25974	0.25974
78	0.25641	0.743589	0.307692	0.692307	-0.358974	0.346153	-0.26923	0.26923
79	0.253164	0.746835	0.316455	0.683544	-0.341772	0.35443	-0.265822	0.265822
80	0.2625	0.7375	0.3125	0.6875	-0.3375	0.35	-0.262499	0.2625
81	0.259259	0.74074	0.308641	0.679012	-0.345679	0.345679	-0.259259	0.271604
82	0.256097	0.743902	0.317073	0.682926	-0.341463	0.341463	-0.268292	0.256097
83	0.26506	0.746987	0.313253	0.686746	-0.361445	0.349397	-0.26506	0.26506
84	0.261904	0.738095	0.309523	0.690476	-0.345238	0.345238	-0.261904	0.261904
85	0.258823	0.741176	0.317647	0.682352	-0.341176	0.341176	-0.258823	0.258823
86	0.255813	0.744186	0.313953	0.686046	-0.360465	0.337209	-0.267441	0.255813
87	0.252873	0.735632	0.321839	0.689655	-0.333333	0.344827	-0.264367	0.264367
88	0.261363	0.738636	0.318181	0.681818	-0.340909	0.340909	-0.261363	0.261363
89	0.258426	0.741573	0.314606	0.685393	-0.348314	0.348314	-0.269662	0.269662
90	0.255555	0.733333	0.311111	0.688888	-0.344444	0.344444	-0.266666	0.266666
91	0.263736	0.747252	0.318681	0.692307	-0.340659	0.340659	-0.263736	0.263736
92	0.260869	0.73913	0.315217	0.684782	-0.336956	0.336956	-0.260869	0.260869
93	0.247311	0.741935	0.311827	0.677419	-0.354838	0.344086	-0.268817	0.258064
94	0.255319	0.734042	0.319148	0.680851	-0.340425	0.340425	-0.255319	0.255319
95	0.263157	0.726315	0.315789	0.68421	-0.347368	0.326315	-0.263157	0.252631
96	0.260416	0.739583	0.3125	0.677083	-0.333333	0.343749	-0.260416	0.25
97	0.268041	0.731958	0.319587	0.680412	-0.329896	0.340206	-0.257731	0.257731
98	0.265306	0.744897	0.316326	0.683673	-0.336734	0.346938	-0.255102	0.255102
99	0.262626	0.737373	0.323232	0.676767	-0.353535	0.333333	-0.262626	0.252525
